hotspottime,provinsi,kabupaten,kecamatan,location,satellite,confidence
2021-04-20 17:36:52,Jawa Tengah,Magelang,Srumbung,0101000020E6100000C9ACFFEF3F9C5B402D8C3E30912C1EC0,snpp,medium
2021-04-20 17:36:52,Jawa Tengah,Klaten,Juwiring,0101000020E6100000D81A00600BB15B406D09F12F1FA61EC0,snpp,medium
2021-04-20 18:30:53,Riau,Indragiri Hulu,Rengat,0101000020E6100000EFB902C0A79E59405EBCDD9A8D38DFBF,noaa20,medium
2021-04-20 18:30:53,Riau,Kuantan Singingi,Kuatan Mudik,0101000020E61000009996FD5FDA5A59409112F561410AE1BF,noaa20,medium
2021-04-20 18:30:53,Riau,Kuantan Singingi,Kuatan Tengah,0101000020E6100000A36000C0F55C5940E4A0E7C371E8DEBF,noaa20,medium
2021-04-20 18:30:53,Jambi,Batanghari,Mersam,0101000020E6100000E34A0360B8B7594056943B01875FF9BF,noaa20,medium
2021-04-20 18:30:53,Jambi,Tanjung Jabung Barat,Tungkalulu,0101000020E6100000038D04E080C55940B48552416613F5BF,noaa20,medium
2021-04-20 18:30:53,Jambi,Tanjung Jabung Barat,Tungkalilir,0101000020E61000004C59020072D859400AB7BE40F742F3BF,noaa20,medium
2021-04-20 18:30:53,Jambi,Tanjung Jabung Barat,Tungkalilir,0101000020E6100000EFB902C0E7D75940CD8646C19D05F3BF,noaa20,medium
2021-04-20 18:30:53,Jambi,Tanjung Jabung Barat,Tungkalilir,0101000020E6100000FCCDFE1FEBD65940BDA4D6A0D4C3F2BF,noaa20,medium
2021-04-20 18:30:53,Sumatera Barat,Pesisir Selatan,Pancung Soal,0101000020E6100000C56E0280A1455940D93F911FD89E01C0,noaa20,medium
2021-04-20 18:30:53,Sumatera Selatan,Penukal Abab Lematang Ilir,Talang Ubi,0101000020E610000072D8010055005A40B648B97F55E30AC0,noaa20,medium
2021-04-20 18:30:53,Sumatera Selatan,Muara Enim,Rambang Dangku,0101000020E6100000A487040045025A40909B653F20520BC0,noaa20,medium
2021-04-20 18:30:53,Lampung,Way Kanan,Negara Batin,0101000020E61000007317FE5FF7325A4009104FC0C06911C0,noaa20,medium
2021-04-20 18:30:53,Lampung,Way Kanan,Negara Batin,0101000020E610000083DF02E00A345A40AF635400294511C0,noaa20,medium
2021-04-20 18:30:53,Lampung,Way Kanan,Pakuan Ratu,0101000020E610000028E5FF9F94365A40AB5D34E0031E11C0,noaa20,medium
2021-04-20 18:30:53,Banten,Serang,Kibin,0101000020E61000007FAD010036945A40D17224C07EC218C0,noaa20,medium
2021-04-20 18:30:53,Dki Jakarta,Jakarta Barat,Kembangan,0101000020E610000083DF02E04AB05A40FAE905C0F4A518C0,noaa20,medium
2021-04-20 18:30:53,Jawa Barat,Karawang,Rengasdengklok,0101000020E6100000F32A0000DFD45A40E5EFFF5F4CDD18C0,noaa20,medium
2021-04-20 18:30:53,Jawa Barat,Karawang,Rengasdengklok,0101000020E6100000F3EB03A0BCD45A40F96E4E80BCDE18C0,noaa20,medium
2021-04-20 18:30:53,Jawa Barat,Bogor,Gunungputri,0101000020E61000003E5DFEBF81B95A40A90CEBDF58C419C0,noaa20,medium
2021-04-20 18:30:53,Jawa Barat,Bogor,Gunungputri,0101000020E6100000D0B6FD9FC1B95A40F7DE0820EFC419C0,noaa20,medium
2021-04-20 18:30:53,Jawa Barat,Cirebon,Suranenggala,0101000020E6100000038D04E0C0205B4002A5FCFF93821AC0,noaa20,medium
2021-04-20 18:30:53,Jawa Tengah,Batang,Banyuputih,0101000020E61000001B1000A0337D5B4067BF282071E81BC0,noaa20,medium
2021-04-20 18:30:53,Jawa Tengah,Boyolali,Selo,0101000020E610000098F10060869C5B40DF0419E006291EC0,noaa20,medium
2021-04-20 18:30:53,Di Yogyakarta,Sleman,Pakem,0101000020E6100000498D01C08E9C5B403316D19FCB2E1EC0,noaa20,medium
2021-04-20 18:30:53,Di Yogyakarta,Sleman,Pakem,0101000020E6100000196B03A05F9C5B409089EF1F662E1EC0,noaa20,medium
2021-04-20 18:30:53,Jawa Tengah,Klaten,Kemalang,0101000020E6100000A4870400C59C5B40A069ECBF8C291EC0,noaa20,medium
2021-04-20 18:30:53,Aceh,Bireuen,Ganda Pura,0101000020E6100000B73302E08E395840B93FCD7FFEE51440,noaa20,medium
2021-04-20 18:30:53,Riau,Rokan Hilir,Bagan Sinembah,0101000020E610000074BCFA5F4B16594098AFC37F57EF0040,noaa20,medium
2021-04-20 18:30:53,Riau,Rokan Hilir,Bagan Sinembah,0101000020E6100000C2A20140FE205940C6AABD5F37E2FF3F,noaa20,medium
2021-04-20 18:30:53,Riau,Rokan Hilir,Bagan Sinembah,0101000020E6100000F75C01E0F32059400888EEFE1DE6FF3F,noaa20,medium
2021-04-20 18:30:53,Riau,Kampar,Gunung Sahilan,0101000020E61000000A48FB1F204F5940736469D065A4BC3F,noaa20,medium
2021-04-20 17:36:52,Nusa Tenggara Timur,Sumba Timur,Pahungalodu,0101000020E6100000038D04E080295E40134120C0B75724C0,snpp,medium
2021-04-20 17:36:52,Nusa Tenggara Timur,Sumba Timur,Pahungalodu,0101000020E61000004334FC9F2A295E402B9D17405B5724C0,snpp,medium
2021-04-20 17:36:52,Maluku Utara,Halmahera Selatan,Obi,0101000020E6100000FC0CFB7F0DDC5F407A6D99801D57F7BF,snpp,medium
2021-04-20 17:36:52,Kalimantan Selatan,Tanahbumbu,Angsana,0101000020E610000051F1038078E85C4021D58760E2F80CC0,snpp,medium
2021-04-20 17:36:52,Kalimantan Selatan,Tanahbumbu,Angsana,0101000020E6100000566201C06FE85C40B705AE9FBCFF0CC0,snpp,medium
2021-04-20 17:36:52,Kalimantan Selatan,Tanahbumbu,Angsana,0101000020E61000005BFA024036E85C40AAB69BE09BFE0CC0,snpp,medium
2021-04-20 17:36:52,Kalimantan Selatan,Tanahbumbu,Angsana,0101000020E6100000A6ED04A036E55C4030F61C60FF200EC0,snpp,medium
2021-04-20 17:36:52,Kalimantan Selatan,Tanahbumbu,Satui,0101000020E61000001146FD3FD8D75C409578E51F225A0EC0,snpp,medium
2021-04-20 17:36:52,Kalimantan Selatan,Tanahbumbu,Kusanhulu,0101000020E610000021A80120FAE75C4031DE24402CE70BC0,snpp,medium
2021-04-20 17:36:52,Kalimantan Selatan,Tapin,Lokpaikat,0101000020E6100000A9F80140FCCE5C40A0411A80D38C07C0,snpp,medium
2021-04-20 17:36:52,Kalimantan Timur,Kutai Kartanegara,Sebilu,0101000020E6100000F05EFFBFBB3D5D405C15D14412DCD3BF,snpp,medium
2021-04-20 17:36:52,Kalimantan Timur,Kutai Kartanegara,Sebilu,0101000020E6100000B8990280C03D5D40F052C98488E9D3BF,snpp,medium
2021-04-20 17:36:52,Kalimantan Tengah,Barito Utara,Montallat,0101000020E6100000F9C20180E5B05C4069B5979FE1AEF4BF,snpp,medium
2021-04-20 17:36:52,Kalimantan Tengah,Katingan,Sanaman Mantikei,0101000020E6100000E4C8FB1F7D465C40B0A63661901EF5BF,snpp,medium
2021-04-20 17:36:52,Sumatera Selatan,Ogan Komering Ilir,Pampangan,0101000020E61000001983FBBFF2515A40946357FF8C0706C0,snpp,medium
2021-04-20 17:36:52,Sumatera Selatan,Lahat,Merapi,0101000020E610000094FEFBDF53F059403E9E6DA086F00DC0,snpp,medium
2021-04-20 17:36:52,Banten,Serang,Cikande,0101000020E610000042CEFBFFB8965A4062B908004CBD18C0,snpp,medium
2021-04-20 17:36:52,Jawa Barat,Karawang,Rawamerta,0101000020E6100000357B0340D3D45A401CB83D2054E218C0,snpp,medium
2021-04-20 17:36:52,Jawa Barat,Karawang,Rengasdengklok,0101000020E61000000A48FB1FE0D45A4033963CE0B2DD18C0,snpp,medium
2021-04-20 17:36:52,Jawa Barat,Karawang,Rengasdengklok,0101000020E61000006C19FC3FBFD45A40F061404008DE18C0,snpp,medium
2021-04-20 17:36:52,Jawa Barat,Karawang,Rawamerta,0101000020E61000008152FEFF09D55A40AFCCBE9FD8DE18C0,snpp,medium
2021-04-20 17:36:52,Jawa Barat,Bogor,Gunungputri,0101000020E6100000F01F036099B95A40E2B9EFFF80C219C0,snpp,medium
2021-04-20 17:36:52,Jawa Barat,Bogor,Gunungputri,0101000020E61000002FE301C08CB95A40975DAC7F42C719C0,snpp,medium
2021-04-20 17:36:52,Jawa Barat,Cirebon,Suranenggala,0101000020E610000068CF0240D7205B40C792C53F64841AC0,snpp,medium
2021-04-20 17:36:52,Jawa Tengah,Batang,Banyuputih,0101000020E61000001D760040657D5B4092054CE0D6E51BC0,snpp,medium
2021-04-20 17:36:52,Jawa Timur,Lumajang,Tempeh,0101000020E61000002658FBBF534C5C40DDDEE29F215720C0,snpp,medium
2021-04-20 17:36:52,Jawa Timur,Mojokerto,Trowulan,0101000020E6100000038D04E000195C4043F6CD3FF24D1EC0,snpp,medium
2021-04-20 17:36:52,Jawa Tengah,Magelang,Srumbung,0101000020E61000002BB100E0379C5B40DE723780652E1EC0,snpp,medium
2021-04-20 17:36:52,Jawa Tengah,Magelang,Dukun,0101000020E610000067A8FEFF479C5B407CA545E0BC2A1EC0,snpp,medium
2021-04-20 17:36:52,Jawa Tengah,Klaten,Juwiring,0101000020E61000000B6FFF5FEFB05B408B5BFDBF87A61EC0,snpp,medium
2021-04-20 17:36:52,Jawa Tengah,Klaten,Juwiring,0101000020E6100000A4C6006027B15B404FB7E49FB6A51EC0,snpp,medium
2021-04-20 17:22:00,Nusa Tenggara Timur,Sumba Timur,Pahungalodu,0101000020E610000001000020B9295E40000000E0BC5524C0,aqua,medium
2021-04-20 17:22:00,Maluku Utara,Halmahera Selatan,Obi,0101000020E6100000000000A01DDC5F40000000A0BE57F7BF,aqua,medium
2021-04-20 17:22:00,Nusa Tenggara Timur,Sumba Timur,Pahungalodu,0101000020E610000001000020B9295E40000000E0BC5524C0,aqua,medium
2021-04-20 17:22:00,Maluku Utara,Halmahera Selatan,Obi,0101000020E6100000000000A01DDC5F40000000A0BE57F7BF,aqua,medium
2021-04-21 02:44:00,Nusa Tenggara Barat,Sumbawa,Alas,0101000020E6100000FCFFFFFFA83F5D4000000000BD0A21C0,terra,medium
2021-04-21 02:44:00,Nusa Tenggara Barat,Sumbawa Barat,Taliwang,0101000020E6100000020000E09F365D40000000200B7D21C0,terra,medium
2021-04-21 02:44:00,Kalimantan Timur,Paser,Tanahgrogot,0101000020E6100000020000E0910C5D4001000040A9AAFEBF,terra,medium
2021-04-21 02:44:00,Kalimantan Timur,Paser,Tanjungharapan,0101000020E6100000FFFFFF3F571C5D4000000020ACDE02C0,terra,medium
2021-04-21 02:44:00,Sulawesi Tengah,Palu,Mantikulore,0101000020E6100000010000C0A2FE5D40000000604F29EBBF,terra,high
2021-04-21 02:44:00,Kalimantan Timur,Balikpapan,Balikpapan Kota,0101000020E6100000FDFFFFBFD9355D40010000409D5FF4BF,terra,low
2021-04-21 02:44:00,Kalimantan Tengah,Kapuas,Selat,0101000020E6100000010000C018995C40010000800F2208C0,terra,low
2021-04-21 02:44:00,Jawa Timur,Mojokerto,Ngoro,0101000020E610000002000080B1265C40000000E0F03E1EC0,terra,medium
2021-04-21 02:44:00,Jawa Timur,Surabaya,Benowo,0101000020E6100000FFFFFFDFB6285C40000000A071CA1CC0,terra,low
2021-04-21 02:44:00,Jawa Tengah,Semarang,Bawen,0101000020E610000002000080819B5B40000000003BE91CC0,terra,medium
2021-04-21 02:44:00,Sulawesi Tengah,Tolitoli,Baolan,0101000020E610000002000080E5345E40000000A09EB5F03F,terra,medium
2021-04-21 02:44:00,Nusa Tenggara Barat,Sumbawa,Alas,0101000020E6100000FCFFFFFFA83F5D4000000000BD0A21C0,terra,medium
2021-04-21 02:44:00,Nusa Tenggara Barat,Sumbawa Barat,Taliwang,0101000020E6100000020000E09F365D40000000200B7D21C0,terra,medium
2021-04-21 02:44:00,Kalimantan Timur,Paser,Tanahgrogot,0101000020E6100000020000E0910C5D4001000040A9AAFEBF,terra,medium
2021-04-21 02:44:00,Kalimantan Timur,Paser,Tanjungharapan,0101000020E6100000FFFFFF3F571C5D4000000020ACDE02C0,terra,medium
2021-04-21 02:44:00,Sulawesi Tengah,Palu,Mantikulore,0101000020E6100000010000C0A2FE5D40000000604F29EBBF,terra,high
2021-04-21 02:44:00,Kalimantan Timur,Balikpapan,Balikpapan Kota,0101000020E6100000FEFFFF1F2E365D4001000040A462F4BF,terra,low
2021-04-21 02:44:00,Kalimantan Timur,Balikpapan,Balikpapan Kota,0101000020E6100000FDFFFF5F85355D4000000040965CF4BF,terra,medium
2021-04-21 02:44:00,Kalimantan Tengah,Kapuas,Selat,0101000020E6100000010000C018995C40010000800F2208C0,terra,low
2021-04-21 02:44:00,Jawa Timur,Mojokerto,Ngoro,0101000020E610000002000080B1265C40000000E0F03E1EC0,terra,medium
2021-04-21 02:44:00,Jawa Timur,Surabaya,Benowo,0101000020E6100000FFFFFFDFB6285C40000000A071CA1CC0,terra,low
2021-04-21 02:44:00,Jawa Tengah,Semarang,Bawen,0101000020E610000002000080819B5B40000000003BE91CC0,terra,medium
2021-04-21 02:44:00,Sulawesi Tengah,Tolitoli,Baolan,0101000020E610000002000080E5345E40000000A09EB5F03F,terra,medium
2021-04-21 04:35:30,Maluku,Maluku Tengah,Seram Utara,0101000020E61000008152FEFF89296040C1BD3AE01D5507C0,snpp,low
2021-04-21 04:35:30,Maluku,Maluku Tengah,Seram Utara,0101000020E6100000952500206329604045C05BFF324807C0,snpp,low
2021-04-21 04:35:30,Papua Barat,Sorong Selatan,Teminabuan,0101000020E610000056A1FD1F92806040513682E0338AF4BF,snpp,medium
2021-04-21 04:35:30,Maluku Utara,Halmahera Selatan,Obi,0101000020E610000036200040E7DB5F407F654A90B656F7BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Banggai,Lamala,0101000020E6100000EBC6FD3F35D15E40420DF85F5B9DF0BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Banggai Kepulauan,Totikum Selatan,0101000020E610000043B603E065DC5E40F9533E5F0E76F7BF,snpp,medium
2021-04-21 04:35:30,Maluku,Seram Bagian Barat,Huamual,0101000020E6100000FB9AFE4F1202604019241A308AEE09C0,snpp,medium
2021-04-21 04:35:30,Sulawesi Barat,Mamasa,Pana,0101000020E6100000BB6503C023E15D40502026C0340508C0,snpp,medium
2021-04-21 04:35:30,Sulawesi Barat,Mamuju,Kalumpang,0101000020E61000008CC1FD5F39E65D403FEBD09FECD402C0,snpp,medium
2021-04-21 04:35:30,Sulawesi Barat,Mamuju,Kalumpang,0101000020E6100000F88F01B0ECE65D402BA391CF2B1205C0,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Sigi,Dolo Selatan,0101000020E61000002BA504500EF95D40A313954F8744F3BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Poso,Lore Tengah,0101000020E6100000D94104A03A145E40CEA896003EC0F9BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Sigi,Kulawi,0101000020E6100000E07E0220B5FD5D40D19610FFF249F6BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Tojounauna,Ulubongka,0101000020E6100000E4BCFF8F535C5E40C1FC36404049F1BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Donggala,Banawa,0101000020E61000007E86FDBF86F25D40209418801D0AEABF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Parigimoutong,Sidoan,0101000020E6100000E8BB00A06F095E409BCBEC775189CE3F,snpp,medium
2021-04-21 04:35:30,Gorontalo,Gorontalo,Bongomeme,0101000020E6100000526FFC3F3DB25E40439217A1F107E23F,snpp,medium
2021-04-21 04:35:30,Gorontalo,Boalemo,Paguyamanpantai,0101000020E61000007E47016004A85E409E7F9ADEEE3AE13F,snpp,medium
2021-04-21 04:35:30,Maluku Utara,Halmahera Tengah,Weda Tengah,0101000020E6100000C56E0280010060408735321BA6EEDE3F,snpp,low
2021-04-21 04:35:30,Maluku,Maluku Tengah,Seram Utara,0101000020E61000008152FEFF89296040C1BD3AE01D5507C0,snpp,low
2021-04-21 04:35:30,Maluku,Maluku Tengah,Seram Utara,0101000020E6100000952500206329604045C05BFF324807C0,snpp,low
2021-04-21 04:35:30,Papua Barat,Sorong Selatan,Teminabuan,0101000020E610000056A1FD1F92806040513682E0338AF4BF,snpp,medium
2021-04-21 04:35:30,Maluku Utara,Halmahera Selatan,Obi,0101000020E6100000CED20440CBDB5F40FA565660E958F7BF,snpp,medium
2021-04-21 04:35:30,Maluku Utara,Halmahera Selatan,Obi,0101000020E61000009F6DFB3F03DC5F4004743EC08354F7BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Banggai,Lamala,0101000020E6100000EBC6FD3F35D15E40420DF85F5B9DF0BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Banggai Kepulauan,Totikum Selatan,0101000020E610000043B603E065DC5E40F9533E5F0E76F7BF,snpp,medium
2021-04-21 04:35:30,Maluku,Seram Bagian Barat,Huamual,0101000020E6100000BA3EFF7F14026040AFE3E8BF41F209C0,snpp,medium
2021-04-21 04:35:30,Maluku,Seram Bagian Barat,Huamual,0101000020E61000003CF7FD1F1002604082644BA0D2EA09C0,snpp,medium
2021-04-21 04:35:30,Sulawesi Barat,Mamasa,Pana,0101000020E6100000BB6503C023E15D40502026C0340508C0,snpp,medium
2021-04-21 04:35:30,Sulawesi Barat,Mamuju,Kalumpang,0101000020E61000008CC1FD5F39E65D403FEBD09FECD402C0,snpp,medium
2021-04-21 04:35:30,Sulawesi Barat,Mamuju,Kalumpang,0101000020E610000021A80120FAE65D403CCDB85FF41305C0,snpp,medium
2021-04-21 04:35:30,Sulawesi Barat,Mamuju,Kalumpang,0101000020E6100000CF770140DFE65D401B796A3F631005C0,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Sigi,Dolo Selatan,0101000020E6100000602C04200BF95D40123078A06746F3BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Sigi,Dolo Selatan,0101000020E6100000F71D058011F95D4033F7B1FEA642F3BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Poso,Lore Tengah,0101000020E6100000D94104A03A145E40CEA896003EC0F9BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Sigi,Kulawi,0101000020E6100000BAFF0220B2FD5D4040FD46BFA64CF6BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Sigi,Kulawi,0101000020E610000007FE0120B8FD5D406330DA3E3F47F6BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Tojounauna,Ulubongka,0101000020E61000005009FC9F4B5C5E40C7EA5E409246F1BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Tojounauna,Ulubongka,0101000020E6100000787003805B5C5E40BC0E0F40EE4BF1BF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Donggala,Banawa,0101000020E61000005707FEBF83F25D40E030D120050FEABF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Donggala,Banawa,0101000020E6100000A505FDBF89F25D4061F75FDF3505EABF,snpp,medium
2021-04-21 04:35:30,Sulawesi Tengah,Parigimoutong,Sidoan,0101000020E6100000E8BB00A06F095E409BCBEC775189CE3F,snpp,medium
2021-04-21 04:35:30,Gorontalo,Gorontalo,Bongomeme,0101000020E6100000526FFC3F3DB25E40439217A1F107E23F,snpp,medium
2021-04-21 04:35:30,Gorontalo,Boalemo,Paguyamanpantai,0101000020E61000007E47016004A85E409E7F9ADEEE3AE13F,snpp,medium
2021-04-21 04:35:30,Maluku Utara,Halmahera Tengah,Weda Tengah,0101000020E6100000C56E0280010060408735321BA6EEDE3F,snpp,low
